"id";"cond_c";"target_no";"condA";"condB";"judgment";"list"
"sshvtg9u6batiqf9g5hf9f1c67";"f";"4";"front";"unfront";100;7
"sshvtg9u6batiqf9g5hf9f1c67";"f";"2";"front";"unfront";100;7
"sshvtg9u6batiqf9g5hf9f1c67";"control";"1";"pro";"definite";100;7
"sshvtg9u6batiqf9g5hf9f1c67";"f";"5";"no_dm";"dm";100;7
"0rbqph4locs1lge3c58a4okm87";"f";"8";"no_dm";"dm";100;8
"0rbqph4locs1lge3c58a4okm87";"f";"2";"unfront";"front";-31;8
"0rbqph4locs1lge3c58a4okm87";"f";"4";"unfront";"front";42;8
"0rbqph4locs1lge3c58a4okm87";"f";"6";"no_dm";"dm";100;8
"0rbqph4locs1lge3c58a4okm87";"f";"7";"dm";"no_dm";-96;8
"0rbqph4locs1lge3c58a4okm87";"control";"3";"definite";"pro";100;8
"0rbqph4locs1lge3c58a4okm87";"f";"5";"no_dm";"dm";100;8
"0rbqph4locs1lge3c58a4okm87";"control";"2";"pro";"definite";100;8
"0rbqph4locs1lge3c58a4okm87";"control";"4";"definite";"pro";100;8
"0rbqph4locs1lge3c58a4okm87";"control";"1";"pro";"definite";100;8
"0rbqph4locs1lge3c58a4okm87";"f";"1";"unfront";"front";100;8
"0rbqph4locs1lge3c58a4okm87";"f";"3";"unfront";"front";-100;8
"o9pfpno197vntuqohiu38g9c71";"f";"5";"dm";"no_dm";-100;8
"o9pfpno197vntuqohiu38g9c71";"f";"3";"front";"unfront";100;8
"o9pfpno197vntuqohiu38g9c71";"f";"7";"dm";"no_dm";-100;8
"o9pfpno197vntuqohiu38g9c71";"f";"1";"front";"unfront";-20;8
"o9pfpno197vntuqohiu38g9c71";"control";"2";"pro";"definite";41;8
"o9pfpno197vntuqohiu38g9c71";"f";"2";"front";"unfront";0;8
"o9pfpno197vntuqohiu38g9c71";"f";"8";"dm";"no_dm";-60;8
"o9pfpno197vntuqohiu38g9c71";"control";"3";"definite";"pro";16;8
"o9pfpno197vntuqohiu38g9c71";"f";"6";"dm";"no_dm";0;8
"o9pfpno197vntuqohiu38g9c71";"f";"4";"unfront";"front";0;8
"o9pfpno197vntuqohiu38g9c71";"control";"4";"definite";"pro";-24;8
"o9pfpno197vntuqohiu38g9c71";"control";"1";"pro";"definite";88;8
"ql0uk41sl8iqhtq5nalv0ucr71";"control";"3";"definite";"pro";52;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"6";"dm";"no_dm";-50;8
"ql0uk41sl8iqhtq5nalv0ucr71";"control";"2";"pro";"definite";59;8
"ql0uk41sl8iqhtq5nalv0ucr71";"control";"1";"pro";"definite";100;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"5";"no_dm";"dm";84;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"8";"dm";"no_dm";-100;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"1";"unfront";"front";0;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"3";"front";"unfront";0;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"2";"unfront";"front";-36;8
"ql0uk41sl8iqhtq5nalv0ucr71";"control";"4";"definite";"pro";0;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"7";"no_dm";"dm";49;8
"ql0uk41sl8iqhtq5nalv0ucr71";"f";"4";"unfront";"front";-50;8
"sjjcrko59crndm7b4j2gem89h1";"control";"1";"pro";"definite";100;8
"sjjcrko59crndm7b4j2gem89h1";"f";"7";"no_dm";"dm";79;8
"sjjcrko59crndm7b4j2gem89h1";"f";"2";"unfront";"front";22;8
"sjjcrko59crndm7b4j2gem89h1";"control";"3";"definite";"pro";82;8
"sjjcrko59crndm7b4j2gem89h1";"f";"3";"unfront";"front";46;8
"sjjcrko59crndm7b4j2gem89h1";"control";"2";"pro";"definite";100;8
"sjjcrko59crndm7b4j2gem89h1";"f";"4";"front";"unfront";5;8
"sjjcrko59crndm7b4j2gem89h1";"f";"5";"no_dm";"dm";100;8
"sjjcrko59crndm7b4j2gem89h1";"f";"8";"no_dm";"dm";92;8
"sjjcrko59crndm7b4j2gem89h1";"f";"6";"dm";"no_dm";-100;8
"sjjcrko59crndm7b4j2gem89h1";"f";"1";"unfront";"front";4;8
"sjjcrko59crndm7b4j2gem89h1";"control";"4";"definite";"pro";72;8
