"id";"target_no";"cond_c";"cond_q";"expec";"list"
"l0g69ophopetji8r6jf4c0c1u2";NA;"f11";"q2";"22";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f4";"q4";"13";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f6";"q2";"40";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f9";"q3";"67";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f14";"q4";"21";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f8";"q4";"62";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f7";"q3";"0";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f3";"q1";"80";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f1";"q1";"38";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f2";"q5";"75";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f13";"q5";"0";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f5";"q4";"0";1
"l0g69ophopetji8r6jf4c0c1u2";NA;"f10";"q3";"36";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f12";"q4";"19";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f3";"q3";"85";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f8";"q4";"60";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f1";"q3";"100";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f4";"q3";"69";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f14";"q3";"54";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f10";"q5";"86";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f5";"q5";"0";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f11";"q2";"100";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f9";"q2";"100";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f13";"q2";"0";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f6";"q5";"100";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f2";"q1";"84";1
"m9vldljuccobe4qd8gf8t8du27";NA;"f7";"q5";"100";1
"mlihsplnieda451rpode3vh692";NA;"f2";"q2";"77";1
"mlihsplnieda451rpode3vh692";NA;"f5";"q2";"84";1
"mlihsplnieda451rpode3vh692";NA;"f12";"q1";"97";1
"mlihsplnieda451rpode3vh692";NA;"f6";"q2";"100";1
"mlihsplnieda451rpode3vh692";NA;"f9";"q5";"77";1
"mlihsplnieda451rpode3vh692";NA;"f10";"q5";"100";1
"mlihsplnieda451rpode3vh692";NA;"f8";"q2";"94";1
"mlihsplnieda451rpode3vh692";NA;"f11";"q3";"91";1
"mlihsplnieda451rpode3vh692";NA;"f4";"q4";"16";1
"mlihsplnieda451rpode3vh692";NA;"f14";"q1";"100";1
"mlihsplnieda451rpode3vh692";NA;"f3";"q4";"0";1
"mlihsplnieda451rpode3vh692";NA;"f13";"q2";"85";1
"mlihsplnieda451rpode3vh692";NA;"f1";"q5";"13";1
"mlihsplnieda451rpode3vh692";NA;"f7";"q1";"0";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f9";"q5";"23";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f2";"q1";"54";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f14";"q5";"0";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f10";"q4";"13";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f13";"q4";"80";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f4";"q4";"20";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f12";"q5";"0";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f8";"q5";"0";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f6";"q4";"10";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f11";"q1";"36";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f3";"q5";"0";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f5";"q2";"61";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f7";"q5";"3";1
"mpugq2638glv4a9i4mfi8r07g3";NA;"f1";"q4";"70";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f1";"q2";"0";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f14";"q3";"69";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f3";"q1";"100";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f5";"q1";"85";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f11";"q2";"100";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f9";"q3";"8";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f6";"q1";"100";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f4";"q4";"14";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f8";"q5";"0";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f7";"q4";"100";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f2";"q2";"91";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f12";"q3";"100";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f13";"q2";"85";1
"nvpitnpqctsu7jqa1le6avbqg1";NA;"f10";"q2";"21";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f9";"q4";"58";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f2";"q2";"62";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f10";"q2";"59";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f4";"q5";"60";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f11";"q1";"8";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f8";"q2";"80";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f7";"q1";"7";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f14";"q1";"92";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f3";"q2";"78";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f6";"q2";"82";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f13";"q5";"0";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f1";"q5";"54";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f12";"q2";"49";1
"odanj9ngk8jvsnp2pfbhqfhal2";NA;"f5";"q5";"32";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f1";"q4";"10";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f7";"q3";"6";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f6";"q5";"30";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f13";"q3";"22";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f5";"q3";"31";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f10";"q3";"29";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f8";"q3";"67";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f11";"q1";"15";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f14";"q2";"22";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f12";"q4";"3";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f2";"q1";"87";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f9";"q3";"41";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f3";"q1";"92";1
"olmvjd6s03vnm8sc2nhcou3l30";NA;"f4";"q1";"86";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f11";"q2";"100";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f5";"q3";"82";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f9";"q4";"40";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f3";"q4";"0";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f2";"q2";"47";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f14";"q3";"4";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f13";"q3";"59";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f10";"q5";"100";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f8";"q3";"100";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f1";"q5";"0";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f12";"q3";"83";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f7";"q4";"72";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f6";"q1";"100";1
"pc85ap8dovc53j83cq8pqi2pd0";NA;"f4";"q3";"63";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f9";"q5";"46";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f1";"q1";"24";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f6";"q4";"25";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f7";"q2";"68";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f2";"q3";"63";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f5";"q2";"73";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f4";"q1";"16";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f13";"q2";"76";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f12";"q3";"84";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f14";"q2";"73";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f3";"q3";"79";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f8";"q1";"79";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f11";"q5";"16";1
"pruersqa8c4tdv6t69lf6175c5";NA;"f10";"q3";"5";1
"q6329ddj41rl910cu46p2jcde2";NA;"f3";"q2";"83";1
"q6329ddj41rl910cu46p2jcde2";NA;"f1";"q5";"0";1
"q6329ddj41rl910cu46p2jcde2";NA;"f13";"q2";"0";1
"q6329ddj41rl910cu46p2jcde2";NA;"f10";"q5";"97";1
"q6329ddj41rl910cu46p2jcde2";NA;"f9";"q3";"0";1
"q6329ddj41rl910cu46p2jcde2";NA;"f8";"q3";"100";1
"q6329ddj41rl910cu46p2jcde2";NA;"f12";"q5";"0";1
"q6329ddj41rl910cu46p2jcde2";NA;"f4";"q4";"0";1
"q6329ddj41rl910cu46p2jcde2";NA;"f7";"q1";"2";1
"q6329ddj41rl910cu46p2jcde2";NA;"f11";"q1";"19";1
"q6329ddj41rl910cu46p2jcde2";NA;"f5";"q4";"76";1
"q6329ddj41rl910cu46p2jcde2";NA;"f6";"q2";"91";1
"q6329ddj41rl910cu46p2jcde2";NA;"f2";"q4";"88";1
"q6329ddj41rl910cu46p2jcde2";NA;"f14";"q4";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f5";"q4";"33";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f4";"q2";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f6";"q4";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f3";"q3";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f12";"q3";"100";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f14";"q4";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f8";"q4";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f7";"q5";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f10";"q1";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f11";"q5";"14";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f9";"q3";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f13";"q5";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f2";"q2";"0";1
"qkih3gqfnppihg0pne9i3b4hq4";NA;"f1";"q1";"0";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f7";"q3";"0";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f5";"q5";"18";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f2";"q5";"69";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f13";"q4";"19";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f11";"q3";"33";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f6";"q1";"85";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f10";"q1";"74";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f4";"q4";"0";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f1";"q1";"50";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f14";"q5";"0";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f8";"q4";"52";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f3";"q1";"93";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f9";"q3";"45";1
"rv0338rvvvg40k6nv6gj3heaj7";NA;"f12";"q2";"53";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f9";"q2";"50";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f8";"q2";"100";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f13";"q3";"43";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f5";"q4";"63";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f7";"q1";"0";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f14";"q1";"100";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f6";"q1";"90";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f12";"q1";"84";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f11";"q5";"0";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f4";"q2";"0";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f3";"q2";"49";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f2";"q2";"83";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f10";"q2";"0";1
"sv7vpmugbdjfnl4rvp1kh0vs34";NA;"f1";"q5";"0";1
"tkoifl7a977maao066k3v04dk4";NA;"f13";"q3";"73";1
"tkoifl7a977maao066k3v04dk4";NA;"f8";"q3";"64";1
"tkoifl7a977maao066k3v04dk4";NA;"f5";"q3";"71";1
"tkoifl7a977maao066k3v04dk4";NA;"f1";"q1";"37";1
"tkoifl7a977maao066k3v04dk4";NA;"f3";"q4";"0";1
"tkoifl7a977maao066k3v04dk4";NA;"f6";"q2";"85";1
"tkoifl7a977maao066k3v04dk4";NA;"f12";"q3";"81";1
"tkoifl7a977maao066k3v04dk4";NA;"f9";"q5";"25";1
"tkoifl7a977maao066k3v04dk4";NA;"f11";"q5";"0";1
"tkoifl7a977maao066k3v04dk4";NA;"f14";"q3";"7";1
"tkoifl7a977maao066k3v04dk4";NA;"f7";"q3";"24";1
"tkoifl7a977maao066k3v04dk4";NA;"f2";"q1";"82";1
"tkoifl7a977maao066k3v04dk4";NA;"f10";"q4";"71";1
"tkoifl7a977maao066k3v04dk4";NA;"f4";"q3";"70";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f5";"q3";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f8";"q4";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f11";"q5";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f13";"q4";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f6";"q5";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f2";"q1";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f10";"q5";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f4";"q3";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f14";"q1";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f1";"q3";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f12";"q2";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f9";"q1";"100";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f3";"q5";"0";1
"vis02hh2jo0pc8rflih5fseev2";NA;"f7";"q1";"0";1
"2d4oinih2o6mqei0vioigq6hu1";NA;"f1";"q5";"0";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f7";"q2";"53";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f9";"q1";"100";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f4";"q3";"100";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f11";"q4";"51";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f13";"q4";"25";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f14";"q2";"0";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f12";"q1";"58";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f6";"q4";"16";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f8";"q2";"13";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f10";"q5";"100";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f2";"q2";"23";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f3";"q2";"51";2
"2d4oinih2o6mqei0vioigq6hu1";NA;"f5";"q4";"51";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f6";"q3";"44";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f4";"q3";"66";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f13";"q2";"75";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f1";"q5";"11";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f2";"q3";"51";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f11";"q4";"0";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f7";"q5";"0";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f10";"q1";"100";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f9";"q5";"14";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f3";"q4";"0";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f14";"q2";"17";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f8";"q4";"61";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f5";"q2";"53";2
"46kp4o1k5opbh8upc5895ri4b3";NA;"f12";"q5";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f12";"q3";"100";2
"565sbiadgbqvl811v248ss2710";NA;"f7";"q4";"100";2
"565sbiadgbqvl811v248ss2710";NA;"f3";"q4";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f14";"q4";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f4";"q1";"100";2
"565sbiadgbqvl811v248ss2710";NA;"f8";"q3";"100";2
"565sbiadgbqvl811v248ss2710";NA;"f5";"q5";"24";2
"565sbiadgbqvl811v248ss2710";NA;"f6";"q3";"78";2
"565sbiadgbqvl811v248ss2710";NA;"f10";"q2";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f2";"q1";"93";2
"565sbiadgbqvl811v248ss2710";NA;"f1";"q2";"91";2
"565sbiadgbqvl811v248ss2710";NA;"f11";"q4";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f9";"q3";"0";2
"565sbiadgbqvl811v248ss2710";NA;"f13";"q5";"0";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f9";"q2";"99";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f4";"q5";"79";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f12";"q3";"86";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f1";"q5";"77";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f11";"q3";"53";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f5";"q2";"77";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f14";"q1";"83";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f3";"q2";"85";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f7";"q5";"20";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f6";"q2";"85";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f2";"q2";"71";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f13";"q3";"89";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f8";"q4";"55";2
"5d4ca60et67jsol5jsel9un3n2";NA;"f10";"q4";"81";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f5";"q4";"48";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f7";"q2";"69";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f10";"q1";"76";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f3";"q4";"0";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f8";"q5";"0";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f9";"q3";"15";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f1";"q5";"6";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f14";"q3";"21";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f2";"q2";"79";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f12";"q5";"0";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f4";"q4";"8";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f13";"q2";"25";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f6";"q3";"81";2
"70t1tqhthg96pcgtehgs6h8g02";NA;"f11";"q5";"0";2
"787ied613ll1sgtb1nud0cptd5";NA;"f9";"q1";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f6";"q1";"90";2
"787ied613ll1sgtb1nud0cptd5";NA;"f1";"q2";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f13";"q4";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f14";"q3";"0";2
"787ied613ll1sgtb1nud0cptd5";NA;"f10";"q1";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f4";"q1";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f12";"q4";"0";2
"787ied613ll1sgtb1nud0cptd5";NA;"f7";"q3";"0";2
"787ied613ll1sgtb1nud0cptd5";NA;"f3";"q5";"0";2
"787ied613ll1sgtb1nud0cptd5";NA;"f5";"q3";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f2";"q1";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f8";"q2";"100";2
"787ied613ll1sgtb1nud0cptd5";NA;"f11";"q3";"0";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f10";"q3";"57";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f14";"q1";"83";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f11";"q4";"54";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f2";"q2";"100";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f6";"q1";"69";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f8";"q4";"67";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f13";"q1";"73";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f5";"q2";"52";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f1";"q3";"97";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f12";"q3";"0";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f7";"q3";"6";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f9";"q5";"18";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f3";"q3";"78";2
"798usl5a2ipdur7nvlrkt9agq3";NA;"f4";"q4";"0";2
"8an1kg7djt9khhavo91o4dq626";NA;"f6";"q4";"67";2
"8an1kg7djt9khhavo91o4dq626";NA;"f14";"q4";"9";2
"8an1kg7djt9khhavo91o4dq626";NA;"f11";"q5";"3";2
"8an1kg7djt9khhavo91o4dq626";NA;"f4";"q4";"2";2
"8an1kg7djt9khhavo91o4dq626";NA;"f12";"q2";"54";2
"8an1kg7djt9khhavo91o4dq626";NA;"f5";"q1";"97";2
"8an1kg7djt9khhavo91o4dq626";NA;"f8";"q3";"99";2
"8an1kg7djt9khhavo91o4dq626";NA;"f13";"q2";"0";2
"8an1kg7djt9khhavo91o4dq626";NA;"f10";"q5";"98";2
"8an1kg7djt9khhavo91o4dq626";NA;"f3";"q2";"66";2
"8an1kg7djt9khhavo91o4dq626";NA;"f1";"q3";"99";2
"8an1kg7djt9khhavo91o4dq626";NA;"f2";"q3";"100";2
"8an1kg7djt9khhavo91o4dq626";NA;"f7";"q4";"92";2
"8an1kg7djt9khhavo91o4dq626";NA;"f9";"q2";"88";2
"8uutc942bjet89s8la11n2tdm7";NA;"f8";"q4";"22";2
"8uutc942bjet89s8la11n2tdm7";NA;"f13";"q3";"22";2
"8uutc942bjet89s8la11n2tdm7";NA;"f4";"q3";"75";2
"8uutc942bjet89s8la11n2tdm7";NA;"f12";"q4";"3";2
"8uutc942bjet89s8la11n2tdm7";NA;"f3";"q1";"99";2
"8uutc942bjet89s8la11n2tdm7";NA;"f5";"q2";"72";2
"8uutc942bjet89s8la11n2tdm7";NA;"f7";"q2";"70";2
"8uutc942bjet89s8la11n2tdm7";NA;"f9";"q3";"16";2
"8uutc942bjet89s8la11n2tdm7";NA;"f1";"q5";"46";2
"8uutc942bjet89s8la11n2tdm7";NA;"f6";"q1";"80";2
"8uutc942bjet89s8la11n2tdm7";NA;"f11";"q3";"63";2
"8uutc942bjet89s8la11n2tdm7";NA;"f2";"q1";"95";2
"8uutc942bjet89s8la11n2tdm7";NA;"f14";"q3";"51";2
"8uutc942bjet89s8la11n2tdm7";NA;"f10";"q4";"85";2
"975ccs2bqlh65duns9et4u68j1";NA;"f6";"q1";"80";2
"975ccs2bqlh65duns9et4u68j1";NA;"f2";"q3";"84";2
"975ccs2bqlh65duns9et4u68j1";NA;"f14";"q2";"15";2
"975ccs2bqlh65duns9et4u68j1";NA;"f8";"q2";"29";2
"975ccs2bqlh65duns9et4u68j1";NA;"f10";"q5";"68";2
"975ccs2bqlh65duns9et4u68j1";NA;"f5";"q3";"57";2
"975ccs2bqlh65duns9et4u68j1";NA;"f13";"q2";"8";2
"975ccs2bqlh65duns9et4u68j1";NA;"f7";"q3";"5";2
"975ccs2bqlh65duns9et4u68j1";NA;"f3";"q1";"93";2
"975ccs2bqlh65duns9et4u68j1";NA;"f1";"q2";"35";2
"975ccs2bqlh65duns9et4u68j1";NA;"f4";"q1";"81";2
"975ccs2bqlh65duns9et4u68j1";NA;"f11";"q4";"23";2
"975ccs2bqlh65duns9et4u68j1";NA;"f9";"q3";"34";2
"975ccs2bqlh65duns9et4u68j1";NA;"f12";"q5";"0";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f11";"q1";"19";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f7";"q3";"0";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f9";"q2";"75";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f1";"q3";"91";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f12";"q4";"0";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f10";"q1";"81";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f13";"q3";"62";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f2";"q3";"76";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f5";"q5";"28";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f3";"q4";"0";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f8";"q3";"86";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f4";"q5";"37";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f14";"q2";"9";2
"9v2a18st9b7pjd35ajps6gvvr3";NA;"f6";"q3";"80";2
